content,Label Asli,Prediksi
Pengalaman semakin buruk menggunakan Gocar driver ambil order saya tapi mengantar orang lain dulu saya pun menunggu 10 menit kok tau2 driver membatalkan sepihak rugi waktu 10 menit dan biaya lain karena akhirnya saya terlambat Ini terjadi 2 kali,Negatif,Negatif
Ok,Positif,Positif
Mantap mudah di gunakan,Positif,Positif
Baik,Positif,Positif
Sy atas nm hengki mau pakai jasa gojek,Negatif,Positif
Baik,Positif,Positif
Good,Positif,Positif
pernah kena cheat sama aplikasi ini parah ,Netral,Negatif
Aplikasi ini sangat membantu pelajar seperti saya ini yang selalu jarang dijemput,Positif,Positif
Sekarang masuk ke gofood loading lama ujung ujungnya server sibuk padahal di hp temen normal normal aja Aneh euy,Netral,Negatif
top,Positif,Positif
Padahal saya beberapa kali cancel karena driver yang minta kenapa sekarang akun gojek saya jadi bayarnya mahal dan selalu dapet driver dengan jarak yang ckup jauh dari lokasi saya memesan,Negatif,Negatif
Gojek mantappppp,Positif,Positif
Sangat membantu Terima kasih,Positif,Positif
makin di updte makin parahbaru aja buka aplikasi malah keluar balik ga jelas banget,Negatif,Negatif
Apa apaan ni,Negatif,Negatif
Abang gojeknya baek Pelayanan cepat,Positif,Positif
Nyaman,Positif,Positif
Sangat terbantu,Positif,Positif
Dr awal make gojek knp makin jelek yanyari driver lama sekalinya dapet jauh dan lamakl ky gini terus pindah aplikasi,Negatif,Negatif
Aku suka sangat mudah dan cepat,Positif,Positif
Mantap ,Positif,Positif
Awasome,Positif,Positif
Mantab,Positif,Positif
Sekarang Susah cari driver gojek tdk kaya Dolo lg,Netral,Negatif
kecewa sekarang padahal saya pengguna lama di apk ini tapi sayang nya gopaylater nya di blokir permanen karena tidak memenuhi kriteria harusnya jika tidak memenuhi kriteria dari awal pake JANAGN DIKASIH PAYLATER,Negatif,Negatif
Gojek sekarang susah cari driver nya apa lagi gofood nya udah hampir 1 jam gak dapet driver padahal lagi bituh banget,Netral,Negatif
Bagus,Positif,Positif
Adanya gojek bisa membantu,Positif,Positif
Keren,Positif,Positif
Luar Biasa,Positif,Positif
Sopan pelayanan nya,Positif,Positif
Gojek selalu memberikan pelayanan terbaik,Positif,Positif
Biaya layanan aplikasi terlalu mahal lebih baik tarif seperti awal2 dulu hanya ada biaya ongkir  harga makanan aja Fix Uninstal Gojek,Negatif,Negatif
Aplikasi tidak jelas transfer uang masa harus nunggu 23 hari,Negatif,Negatif
Update November 2023  aplikasi sering nge lag,Negatif,Negatif
Sippp,Positif,Positif
Makin oke dengan 77 nya dan mudah mudahan itu nyata,Positif,Positif
Applikasi gojek skrg smkin RIBET smkin di update smakin ribet Lambat untuk orderan,Negatif,Negatif
I throw up one stars for now currently too many drivers are too picky when accepting orders kyaknya better driver jgn dikasi menu buat cancell deh skalian Sering bgt skrg pas jam mkan malah dilempar2 kmaren mau beli obat aja susah Please review your internal system jek,Positif,Positif
Gopay saya hilang tolong di kemablikan  padahal udha jadi member juragan udah keamanan double udah upgrade gopay plus,Negatif,Negatif
Mantap,Positif,Positif
Ok,Positif,Positif
Mantap,Positif,Positif
Sangat seneng menggunKan gojekapalgai gofod sering ada promo nya,Positif,Positif
simple apapun ,Positif,Positif
Semakin lama samemakin nyebelin ini aplikasi,Negatif,Negatif
Gojek mantappp truss perkembangin,Positif,Positif
Tersedia dimna mana,Positif,Negatif
Sering ngeprank notif dapet cashback setelah dicek gak ada cashback masuk sama skalijalur laporan dan bantuan gak ada respon atau gak jelas responnyamending kalo ada live chatnyabiar ada kejelasan dan tindakan,Negatif,Negatif
Drivernya ramah,Positif,Positif
sangat membantu dan banyak promo diskonnya,Positif,Positif
laporan saya tidak di ditindaklanjuti sudah 5 hari,Negatif,Negatif
banyak memberi diskon dan promo menarik,Positif,Positif
Buat apa voucher banyak Kalo ga bisa digunakan Mendingan ga usah dibuat sekalian,Negatif,Negatif
Mantap,Positif,Positif
Gabisa log in keakun yang lama karena nomer mati,Negatif,Negatif
Best,Positif,Positif
Bagus,Positif,Positif
Driver nya ok punya Good attitude ,Positif,Positif
sikap driver sangat baik,Positif,Positif
Good,Positif,Positif
Very usefull and helpfull apps during my busy activities one of the support system during WFH  WFO,Positif,Positif
Skrg nyari driver susahmau gosend susahmau gofood susahsampe se jam diulang2 ttep g dpet driverlama2 gojek kalah saing sm grab sm shopee dah kl bgini terustolong balikkin ke system dl prioritas terdekat lg jd cs g nunggu lama driver jemput atau ambil pesenanjgn bikin susah drivercs dan resto,Negatif,Negatif
Mantap ,Positif,Positif
mantap,Positif,Positif
ok siip,Positif,Positif
Oke,Positif,Positif
Paket gojek selalu aman,Positif,Positif
Bagus,Positif,Positif
Bagus,Positif,Positif
ON TIME,Positif,Positif
Bintak 1 tidak ramah,Negatif,Positif
Sekalian nanya dong kalo paylater bayarnya sering di masa tenggang pengaruh gak sih ke apl,Positif,Negatif
Isi gopay pada tgl 24 Desember 2021 hari ini via bank mandiri sebanyak 400kbelum masuk ke gopay nyasaldo bank mandiri sudah terpotong,Negatif,Negatif
Gojrk skaku membantu disaat dubutuhkan,Positif,Positif
Terimkasih,Positif,Positif
Aplikasi nya lemot padahal sinyal bagus dan juga gojek sekarang lebih mahal daripada yang dulu jadi kurang efisien dipakai sehari hari,Negatif,Negatif
Oke,Positif,Positif
Kenapa aplikasi gojek di saya tidak bisa untuk membuat toko di goShop ya Tidak ada pilihan buat link,Netral,Negatif
Kenapa ya tiap mau gofood chatime ke alamat rumahku nggak bisa klo ke alamat daerah yg lain bisa kok beda beda ini gmn solusinya ,Positif,Negatif
Ok,Positif,Positif
Good,Positif,Positif
Ok,Positif,Positif
Mantab,Positif,Positif
Terkadang sering error aplikasinyacontohnya pesan gofood posisi driver gojeknya ngga sesuai dengan di petatau2 sudah sampe rumahpadahal jaringan internet baikbaik saja,Netral,Negatif
Apapun jd tambah gampang pakai Gojek,Positif,Positif
Mayan lah ,Positif,Positif
Ramah Cantiiik baiiik Masya Alloh MANTAP luar biasa ,Positif,Positif
Kenapa gojek mahal bangett  Lelet parahhh lagiiiii,Negatif,Negatif
Sangat membantu,Positif,Positif
Pada belagu driver gocar gak mau terima orderan pakai promo Pecat tuh bikin kesal jgn sampai pindah ke sikuning,Negatif,Negatif
Sangat baik,Positif,Positif
Baik,Positif,Positif
good,Positif,Positif
Saya lebih suka ngasih uang tip 10000 ke Abang Gojek nya daripada harus bayar biaya penggunaan aplikasi gak jelas yang 4000 itu Bye bye Gojek,Negatif,Negatif
Mantap Pkoknya,Positif,Positif
Ok,Positif,Positif
Banyak promo n mudah tentukan titik lokasi,Positif,Positif
Mantap,Positif,Positif
Mantap kebantu bget,Positif,Positif
Mantap,Positif,Positif
Keren,Positif,Positif
Bgus,Positif,Positif
MENDING PAKE GRAB AJA PAKE GOJEK NGECEWAIN HMMMMMMM,Negatif,Negatif
BAGUS NGT DRIVER NYA BAIK BAIK BGT,Positif,Positif
Baik sekali membantu untuk kebutuhan seharihari Terimakasih untuk Gojek,Positif,Positif
Ok banget mudah di pahami,Positif,Positif
Harga kemahalankalah lu ama grab maxim,Negatif,Negatif
Bagus,Positif,Positif
Ok,Positif,Positif
Sangat baik,Positif,Positif
Pas masukin promo suruh update aplikasi padahal udah yang terbaru ini,Positif,Negatif
Mudah penggunaan aplikasinya ramah drivernya cepat mengendarai motornya ,Positif,Positif
Kalok kita lupa pin gopay tpi nomor sudah gk aktif gimana ya gantinya ,Positif,Negatif
Driver baik sopan ,Positif,Positif
Nicenice,Positif,Positif
ini kenapa saya di bandung tapi di map jakarta terus auto uninstal,Negatif,Negatif
Gojek berguna banget buat keseharian gw Tapi untuk paylater klo bisa dipake ditoko offline juga dong jangan cuma diresto online doang,Positif,Positif
bagus,Positif,Positif
Min minta gopay 500k,Positif,Negatif
Hutang paylater dari 400 jadi 600 nagihnya tiap hari telfon Sampah males gw bayar,Negatif,Negatif
Gojek sangat beemamfaat,Positif,Positif
Bagus cpt dan aman,Positif,Positif
bagus dlm penjemputan dan mengutamakan keselamatan penumpang,Positif,Positif
Udah bener kemarin kemarin diskon malah sekarang berubah jadi cashback koin lama lama ngga ada bedanya sama tetangga ,Negatif,Negatif
Klo lgi ada keperluan mendadak gk ada kendaraan di rumah bisa pesen gojek cpt sampe tujuan ,Positif,Positif
Beli masker secara daring merk goTo melalui Situs Online Terbesar Lazads Saya sebagai lazadian saya pikir ini kerjasamanya Gojek Tokopedia yg pernah saya lihat launchingnya di TV Ternyata hanya kebetulan saja namanya,Positif,Negatif
Keadaan lebih baik lgtdk spt sblmnya,Positif,Positif
Saya minta tolong saya meminjam gopay later dan mau membayar tapi setelah saya meng upgrade gopay later saya saya jadi tidak bisa membayar karna ada tulisan tidak ada tagihan tolong solusinya,Positif,Negatif
Sejak naik level dan paylaternya berpindahtangan aplikasi gojek jd jelek semua promo dihapus hrs beli go plus klau dpt promo terus paylater yg sdh ada dihapus pengajuan kembali mustahil di ACC lgjd males transaksi lg pake gojek kl TDK terpaksa,Negatif,Negatif
Ok,Positif,Positif
Sangat membantu untuk transportasiwalau kadang sering lama kalau pesan,Positif,Positif
Mantap dalam segala hal,Positif,Positif
Sangat membantu aplikasi ok banget,Positif,Positif
Mantap,Positif,Positif
Terbantu,Positif,Positif
Gak konsisten lemot,Negatif,Negatif
Aplikasinya bagus sih tapi Sudah 2 tahun pakai aplikasi ini tapi makin lama kok semakin mahal ongkirnya  ongkir lebih mahal dari harga makanannya  promonya juga tidak bisa dipakai,Positif,Negatif
Gojek the best ,Positif,Positif
Baik dan cepat,Positif,Positif
Joss membantu dr dulu,Positif,Positif
Tambahkan pilihan isi note keterangan pada saat transfer Thks,Positif,Positif
Bolakbalik updet terussssssss Setiap buka aplikasi kok minta updet terussssssss,Negatif,Negatif
Mencari driver yg ready lamaaaaaa Bisa 1 jam lebih,Negatif,Negatif
wkwkwkwk udh masukin pw yang bener malah disalahin padahal yg tau pwnya cuman saya pribadi,Negatif,Negatif
Pencarian drivernya lama banget Gak dapat2 Diabanding aplikasi sebelah,Netral,Negatif
Tolong lah kok gojek saya eror terus sih mohon di perbaiki ini saya setiap mau melakukan pembayaran lewat go pay apk gojek saya selalu tidak bisa di gunakan tolong di perbaiki secepatnya,Negatif,Negatif
Mantap Gojek Is The best,Positif,Positif
Suka sekali menggunakan app gojek go food pengantaran cepansayang pengajuan go pinjam belom di acc,Positif,Positif
Kode otp tidak ada sudah beberapakali login Kenapa ya,Positif,Negatif
good,Positif,Positif
Bagus,Positif,Positif
Waw,Positif,Positif
lebih efisien dan murah,Positif,Positif
waduh setelah updet terbaru lah kok malah Goclup tidak bisa di akses tdk bisa di buka,Positif,Negatif
Driver ditentukan oleh cuaca jika grimis sedikit saja sangat sulit mendapatkan driver,Netral,Negatif
trimakasih,Positif,Positif
Aplikasi sangat penting dalam kehidupan seharihari,Positif,Positif
Rata rata drivernya baik dan nyaman,Positif,Positif
Terbaik,Positif,Positif
Maafgojek klaw gue 1keluarga nanti ga bakal pake ini apk Laporan kehilangan akun sngat rumitdiulang ulang laporannya kryawan gojek jika ga percayasilahkan eKTP saya reset dan hapus dari gojek Daftar ulang ga bisa lg kerana KTP sdh terdaftar Minta delete data saja ga ada tanggapan gimna mau daftar ulang Jd pngrus gojek dibawah DANA dan OVO cra mmbuat laporannya,Negatif,Negatif
Terlalu sedikit promo2 nya buat naik ojeknyaharga nya pun makin tinggi,Netral,Negatif
Good application,Positif,Positif
Sangat mudah dan bermanfaat ,Positif,Positif
good,Positif,Positif
Oke,Netral,Positif
Oke banget,Positif,Positif
Sangat terbantu untuk pengiriman barang maupun pada saat darurat membutuhkan transportasi,Netral,Positif
Sipppp,Positif,Positif
Pelayanan bagus,Positif,Positif
Gampang ga ribet,Positif,Positif
Baguss,Positif,Positif
Bintang 4yang penting oke,Positif,Positif
Nomor hp dan email sudah benar tp tulisannya ada yg salah Yang bener aja woy Bikin emosi aja Balikin akun gue,Positif,Negatif
aplikasi nya bagus banget sangat membantu,Positif,Positif
Trims,Positif,Positif
Udah 2x akun gopay saya di blokir mana ada banyak saldo nya malah di blokir saya menyesal sekali menggunakan gopay,Negatif,Negatif
Sangat membantu,Positif,Positif
Cakep,Positif,Positif
Good,Positif,Positif
Ok,Positif,Positif
Good,Positif,Positif
Fitur ubah layanan favoritnya udah ga ada Padahal itu memudahkan saya kalau mau masuk ke layanan lain yang sering saya pake,Negatif,Negatif
Aplikasi sangat berguna,Positif,Positif
Sangat membantu buat sehari hari kita,Positif,Positif
Oke sipp mantul,Positif,Positif
Membantu,Positif,Positif
Kenapa ya uang saya sering hilang udah beberpa kali kaya gini  ada bacaan transfer fiture fiture pihak gojek tolong dong di perhatikan,Negatif,Negatif
Kalo bisa mah di perbanyak cashback nya soalnya ada bbrapa juga grab food yang ada byaya ini itu nya klo casback trus kan lumayan itung2 ngurangin ongkos sma biaya lain nya,Netral,Negatif
Alay bisa pakai bahasa yang normal kagak Dipakai pas darurat buat beli token malah pusing cari menu Yang benar bahasanya Ngaku aplikasi karya anak bangsa kok bahasa macam ga berkebangsaan,Negatif,Negatif
Semoga lebih sukses dan maju,Positif,Positif
Susah di buka kenapa ya,Negatif,Negatif
Aplikasinya membantu Tinggal nunggu makanan di rumah dehh,Positif,Positif
Bagus,Positif,Positif
Sudah direspon oleh gojek dan direfund Thanks  TOLONG DONG DRIVER GOCAR masuk tol gak izin dulu demi kepentingan dia supaya cepat sampai tapi tetep minta ganti uang tol ke kita Gimana ya nolak bayar nanti drivernya marah udah di bayar tp kesel sama driver mana bawa mobilnya kebutan makin kesel deh,Positif,Negatif
Bug saat checkout gofood Ada diskon yg tidak bisa digunakan,Netral,Negatif
Saya yang mau ditipu sama orang terus saya laporan ke cs malah akun saya yang di Blokir selamanya Hadew,Negatif,Negatif
Sangat Memudahkan,Positif,Positif
So far so good buat beliin ayank makanan hwhw,Positif,Positif
Terimakasih atas layanan yang sangat baik,Positif,Positif
baik,Positif,Positif
Menyenangkan sekaliiii,Positif,Positif
Ajib,Positif,Positif
Lumayan bagus dan cukup membantu,Positif,Positif
Bagus,Positif,Positif
Terima kasih,Positif,Positif
sangat membantu saya,Positif,Positif
Selalu gangguan,Negatif,Positif
Sangat membantu,Positif,Positif
Ok ok ok Sangat bermanfaat ,Positif,Positif
Baik,Positif,Positif
Okeh jek,Positif,Positif
Bagus,Positif,Positif
saya tidak suka dengan perubahan vocher gofood yg tidak bisa di gabung hampir tidak tertarik lagi dengan aplikasi ini,Negatif,Negatif
Sy mau bayar pakai gopaylatertapi sy lupa pin gopay nya kira2 gmn cara nya,Negatif,Negatif
sngt membantu,Positif,Positif
Membantu banget saat lagi wfh,Positif,Positif
Udah bisa bayar lagi sekarang,Positif,Negatif
Biaya aplikasi makin mahalampun dah,Netral,Negatif
Mantul n manji,Positif,Positif
kata drivernya double order tapi bianya tetap saja,Negatif,Negatif
Ud pasang jago connect tokped tp voucher promonya malah gk pernh ada,Positif,Negatif
Aplikasi nya bagus tidak ribet banyak cashback mohon perbayak diskon hehe,Positif,Positif
Di update malah makin parah,Negatif,Negatif
Cukup bintang berbicara,Positif,Positif
Saran aja ama pengembang aplikasinya kalo motor kasih ukuran juga seperti mobil yang kecil beatmotor bebek ukuran gede NmaxLexivario baru kejadian kemaren lihat abang ojek motor beat bawa penumpang yang lumayan gemuk kasihan motor nya ngeden banget sok mentok,Positif,Negatif
Ini bagus buanget pokok nya,Positif,Positif
Ini aplikasi terlalu ribet mau cari riwayat transaksi gopay aja sampe gak ketemu dimana yg ketemu cuma riwayat gojek,Positif,Negatif
Sangat membantu dan memudahkan,Positif,Positif
Selama ini cukup baik cuma kadang ada driver yg bikin kesal sudah nunggu lama dibatalin sering terjadi dihari minggu pagi mudah2 pengolahan tanggap dgn ulah sebagian kecil Driver yg hanya mencari jarak jauh saja dan kadang mereka punya 2 3 aplikasi ini penyebabnya Pada umumnya prima Terima kasih,Positif,Positif
Sangat membantu,Positif,Positif
Bagus,Positif,Positif
Aka,Positif,Positif
Top,Positif,Positif
Bagus sekali saya menyukai nya,Positif,Positif
Mantap,Positif,Positif
Ini kedua kalinya kecewa sma gocar prtama pesen gocar ke st senen dapetny lama bgt dn jarak jauh2 kedua mlm ini pesen gocar buat bwa bapa qu ke rsud dpt jauh jg dr rumah akhirny ku cancel dapet lg deket udh tnggal 3menit lg tu driver sampe eh di cancel sma driverny gak tau alesannya apapdhl qta dh darurat bgt mau bwa bapa ke igd kecewaa sory ya qu uninstal,Negatif,Negatif
Penyelamat dari kelaparan,Positif,Positif
good,Positif,Positif
Lagi minta bantuan Cs tapi gk di tanggap selama 1 hari ,Negatif,Negatif
Apapun transaksi nya pasti selalu gojek suka sama cashbacknya,Positif,Positif
Nyaman,Positif,Positif
sangat baik,Positif,Positif
Terpercaya tepat waktu,Positif,Positif
pokonya GOJEK gak ngecewain dech utk pelayanan nya,Positif,Positif
Bagus dan sangat membantu,Positif,Positif
Aman dan sampai tujuan,Positif,Positif
Sangat membantu,Positif,Positif
Mantaap,Positif,Positif
Go foodnya Sangat membantu di saat ga bs keluar rumah,Positif,Positif
App ga bisa dibuka sudah reinstall bolak balik masih ga bisa dibuka Need somehelp,Netral,Negatif
Ok,Positif,Positif
KENAPA SIH SUSAH BANGET UPGRADE KE GOPAY PLUS,Negatif,Negatif
Halo jek Sebagai penyedia jasa keuangan digital Harus nya anda itu netral Bukan dikit2 memblokir gopay pelanggan anda Saya jd takut menaruh uang saya ke gopay jd nya kalo begini Belajar lg soal perbankan jek Jangn kek anak kecil Payah lu 7 taun beroprasi tp kok ga tau dunia perbankan,Negatif,Negatif
Gooooood,Positif,Positif
Bisa membantu kemana yg kita mau,Positif,Positif
SADs eeW,Positif,Positif
Oke,Positif,Positif
Ok,Positif,Positif
Bayar ongkir mahal layanan lelet,Negatif,Negatif
Saya sangat kecewa sekali dengan apk ini soalnya di dalam akun saya ada saldo 600rb tapi hp saya rusak dan nomornya gk aktif lagi terus pas saya mau login pke hp satunya gk bisa saya mau ganti ke nomor hp yg baru tapi disuruh tunggu 30 jam setelah 30 jam saya coba lagi dan ternyata di suruh tunggu 30 jam lagi udah 4 kali saya coba ttap gk bisa padahal di dalam masih ad uang saya Untuk developer kembalikan uang saya,Negatif,Negatif
